Device_id,Distance1,Device_id1,Distance2,Device_id2,Distance3,Device_id3
aa-22-16-68,2.4616494753021314,aa-31-91-86,4.394273275893841,aa-22-22-73,4.955046520141398,aa-87-26-07
aa-22-22-73,0.5644805056806478,aa-87-26-07,2.7890561231394253,aa-22-21-85,4.144708724945386,aa-31-91-86
aa-22-21-85,2.228180822793874,aa-87-26-07,6.673110449347276,aa-31-91-86,11.766452203217392,aa-59-38-43
aa-59-38-43,5.1359689571351215,aa-31-91-86,7.785292724597517,aa-59-37-97,9.79317816545882,aa-87-26-07
aa-31-91-86,4.657210376486288,aa-87-26-07,10.347273461148308,aa-59-37-97,329.5435512892761,aa-22-16-73
aa-59-37-97,13.954608558011929,aa-87-26-07,336.7029907864775,aa-22-16-73,336.7033756157418,aa-22-17-27
aa-87-26-07,324.88634369261564,aa-22-16-73,324.8868164659549,aa-22-17-27,324.8869411730831,aa-22-21-86
aa-31-90-67,1.7143213837932552,aa-87-26-25,1.846055765923687,aa-31-91-97,1.9672661478457023,aa-22-22-12
aa-31-91-97,1.2561839122860494,aa-22-22-12,2.3987185243757563,aa-87-26-25,2.628490606392219,aa-22-16-25
aa-87-26-25,1.466632769258783,aa-22-22-12,1.4972843886143652,aa-22-21-57,1.7013524992605276,aa-22-16-25
aa-22-21-57,0.6596799735219595,aa-22-16-25,1.7924731288625786,aa-22-22-12,101.66352322339011,00-23-0e-1e
aa-22-22-12,1.3985372843566275,aa-22-16-25,103.31723333460252,00-23-0e-1e,103.318170008264,00-26-0e-1b
aa-22-16-25,101.92099278710069,00-23-0e-1e,101.92193433159592,00-26-0e-1b,101.92477862351232,aa-22-22-16
aa-22-22-4,92.37082541342257,aa-22-22-34,103.0210333309918,aa-22-16-60,108.63691214510185,aa-22-22-30
aa-22-22-30,15.137536371743249,aa-22-16-60,21.973486133538508,aa-27-83-56,25.913839551971208,aa-22-22-34
aa-22-22-34,32.11801447078728,aa-22-22-44,34.19844629319289,aa-22-16-60,37.89748301907501,aa-27-83-56
aa-22-16-60,33.26460014957176,aa-22-22-13,35.51157625713365,aa-27-83-56,50.94598656606863,aa-22-22-44
aa-22-22-35,24.04532018620951,aa-22-16-87,55.26955543090024,aa-22-22-13,60.92397326177289,aa-22-17-05
aa-22-22-40,26.96743922757756,aa-22-22-44,35.994931983119606,aa-27-83-56,39.50665398938345,aa-22-16-87
aa-22-17-05,11.167313880559716,aa-87-26-12,31.511971266191384,aa-27-84-15,31.815137199444816,aa-27-90-56
aa-87-26-12,20.658507206236315,aa-27-84-15,20.87194464724976,aa-27-90-56,22.54428723333085,aa-22-22-14
aa-27-83-56,25.438605865581373,aa-22-22-44,31.945315357141315,aa-22-22-13,44.15796763036881,aa-22-16-87
aa-22-22-13,50.972860296911485,aa-22-16-87,57.215782054261545,aa-22-22-44,122.57700709051753,aa-22-22-38
aa-22-16-87,56.848628168514985,aa-22-22-44,104.99031190380832,aa-27-84-15,105.7514932437192,aa-27-90-56
aa-22-22-38,65.36540691478912,aa-22-22-44,199.5359945047997,aa-27-84-15,200.47139963167493,aa-27-90-56
aa-22-22-44,160.8573110036411,aa-27-84-15,161.66553839092654,aa-27-90-56,163.3255452034257,aa-22-22-14
0kaxc9,0.8564377621195886,92yycs,0.8564377621195886,xei4dz,1.0162854114700215,dc-ae-df-ee
92yycs,0.0,xei4dz,0.193777202447225,dc-ae-df-ee,0.193777202447225,ae-cd-fe-da
xei4dz,0.193777202447225,dc-ae-df-ee,0.193777202447225,ae-cd-fe-da,,
fa-12-34-59,495.1954606273267,aa-27-79-61,496.1012564538425,aa-22-17-38,496.8235080011374,aa-22-22-33
ab-12-cd-10,0.0,00-23-12-0b,,,,
dc-ae-df-ee,0.0,ae-cd-fe-da,,,,
aa-22-16-28,2.6197668020514526,aa-22-22-1,5.0964172464551485,aa-59-38-50,7.418100750810332,aa-87-26-26
aa-87-26-26,1.2785103501780506,aa-22-16-59,3.219980780923285,aa-22-21-93,7.12091509209362,aa-22-22-1
aa-59-38-27,4.332103704950327,aa-87-26-5,6.630685209807047,aa-59-38-50,8.846637561841035,aa-59-38-63
aa-59-38-4,2.865752485345529,aa-59-38-63,3.177682581216556,aa-22-16-48,5.407221221845211,aa-22-22-41
aa-22-16-48,2.7744703986842967,aa-22-21-60,3.733682717687519,aa-59-38-38,3.854975604033512,aa-59-38-63
aa-59-38-63,4.675497270590035,aa-87-26-5,5.407570350484341,aa-59-38-38,5.888195828645966,aa-22-21-60
